Country,Province/Territory,District/Agency,Region/Type,Date,Indicators,Values,Unit
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Total Middle and Secondary Schools in Urban Areas by District,25,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Total Primary Schools in Rural Areas by District,955,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Total Primary Schools in Urban Areas by District,65,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Total Universities by District (Including Sub-Campuses),1,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Total-Public Sector Educational Institutions,1256,Number
Pakistan,Khyber Pakhtunkhwa,Swabi,District,2010,Urban-Public Sector Educational Institutions,90,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Enrolment at Middle and Secondary Stage in Rural Areas by District,31870,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Enrolment at Middle and Secondary Stage in Urban Areas by District,4563,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Enrolment at Primary Stage in Rural Areas by District,101020,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Enrolment at Primary Stage in Urban Areas by District,8737,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Middle and Secondary Schools in Urban Areas by District,13,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,101,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,112,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,13,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Middle and Secondary Schools with Electricity in Rural Areas by District,115,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Middle and Secondary Schools with Electricity in Urban Areas by District,12,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,12,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Primary Schools with Drinking Water Facility in Rural Areas by District,425,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Primary Schools with Drinking Water Facility in Urban Areas by District,27,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Primary Schools with Electricity in Rural Areas by District,267,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Primary Schools with Electricity in Urban Areas by District,28,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Primary Schools with Latrines Facility in Rural Areas by District,443,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Boys Primary Schools with Latrines Facility in Urban Areas by District,21,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Enrolment at Middle and Secondary Stage in Rural Areas by District,11754,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Enrolment at Middle and Secondary Stage in Urban Areas by District,4048,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Enrolment at Primary Stage in Rural Areas by District,64645,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Enrolment at Primary Stage in Urban Areas by District,8805,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Middle and Secondary Schools in Urban Areas by District,14,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,48,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,52,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,13,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,46,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Middle and Secondary Schools with Electricity in Urban Areas by District,13,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,14,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,269,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Primary Schools with Drinking Water Facility in Urban Areas by District,23,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,154,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Primary Schools with Electricity in Urban Areas by District,22,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,345,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Girls Primary Schools with Latrines Facility in Urban Areas by District,23,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,160,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,26,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,161,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Middle and Secondary Schools with Electricity in Urban Areas by District,25,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,153,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Middle and Secondary Schools with Student Latrines Facility in Urban Areas by District,26,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,694,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Primary Schools with Drinking Water Facility in Urban Areas by District,50,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Primary Schools with Electricity in Rural Areas by District,421,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Primary Schools with Electricity in Urban Areas by District,50,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,788,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Primary Schools with Latrines Facility in Urban Areas by District,44,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Rural-Public Sector Educational Institutions,1396,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,43624,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Students in Middle and Secondary Schools of Urban Areas by District,8611,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Students in Primary Schools of Rural Areas by District,165665,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Students in Primary Schools of Urban Areas by District,17542,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Teachers in Middle and Secondary Schools of Rural Areas by District,2149,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Teachers in Middle and Secondary Schools of Urban Areas by District,430,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Teachers in Primary Schools of Rural Areas by District,3895,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Teachers in Primary Schools of Urban Areas by District,609,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Total Boys Middle and Secondary Schools in Rural Areas by District,151,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Total Boys Primary Schools in Rural Areas by District,808,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Total Boys Primary Schools in Urban Areas by District,31,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Total Girls Middle and Secondary Schools in Rural Areas by District,66,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Total Girls Primary Schools in Rural Areas by District,371,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Total Girls Primary Schools in Urban Areas by District,23,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Total Middle and Secondary Schools in Rural Areas by District,217,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Total Middle and Secondary Schools in Urban Areas by District,27,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Total Primary Schools in Rural Areas by District,1179,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Total Primary Schools in Urban Areas by District,54,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Total-Public Sector Educational Institutions,1477,Number
Pakistan,Khyber Pakhtunkhwa,Swat,District,2010,Urban-Public Sector Educational Institutions,81,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Enrolment at Middle and Secondary Stage in Rural Areas by District,4941,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Enrolment at Middle and Secondary Stage in Urban Areas by District,1225,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Enrolment at Primary Stage in Rural Areas by District,23111,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Enrolment at Primary Stage in Urban Areas by District,2042,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Middle and Secondary Schools in Urban Areas by District,4,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,35,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,40,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,4,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Middle and Secondary Schools with Electricity in Rural Areas by District,43,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Middle and Secondary Schools with Electricity in Urban Areas by District,4,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,4,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Primary Schools with Drinking Water Facility in Rural Areas by District,124,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Primary Schools with Drinking Water Facility in Urban Areas by District,8,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Primary Schools with Electricity in Rural Areas by District,143,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Primary Schools with Electricity in Urban Areas by District,7,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Primary Schools with Latrines Facility in Rural Areas by District,158,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Boys Primary Schools with Latrines Facility in Urban Areas by District,8,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Enrolment at Middle and Secondary Stage in Rural Areas by District,1431,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Enrolment at Middle and Secondary Stage in Urban Areas by District,1259,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Enrolment at Primary Stage in Rural Areas by District,14173,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Enrolment at Primary Stage in Urban Areas by District,2456,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Middle and Secondary Schools in Urban Areas by District,3,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,16,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,19,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,3,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,16,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Middle and Secondary Schools with Electricity in Urban Areas by District,3,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,3,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,85,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Primary Schools with Drinking Water Facility in Urban Areas by District,6,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,71,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Primary Schools with Electricity in Urban Areas by District,7,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,125,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Girls Primary Schools with Latrines Facility in Urban Areas by District,7,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,51,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,7,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,59,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Middle and Secondary Schools with Electricity in Urban Areas by District,7,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,59,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Middle and Secondary Schools with Student Latrines Facility in Urban Areas by District,7,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,209,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Primary Schools with Drinking Water Facility in Urban Areas by District,14,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Primary Schools with Electricity in Rural Areas by District,214,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Primary Schools with Electricity in Urban Areas by District,14,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,283,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Primary Schools with Latrines Facility in Urban Areas by District,15,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Rural-Public Sector Educational Institutions,397,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,6372,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Students in Middle and Secondary Schools of Urban Areas by District,2484,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Students in Primary Schools of Rural Areas by District,37284,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Students in Primary Schools of Urban Areas by District,4498,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Teachers in Middle and Secondary Schools of Rural Areas by District,513,Number
Pakistan,Khyber Pakhtunkhwa,Tank,District,2010,Teachers in Middle and Secondary Schools of Urban Areas by District,99,Number
